num,cond,formula,answer
2473,second_level,2 - 4 + 3 + 4,5
2474,second_level,2 + 4 + 3 - 5,4
2475,second_level,2 + 4 - 3 + 5,8
2476,second_level,2 - 4 + 3 + 5,6
2477,second_level,2 + 4 + 3 - 6,3
2478,second_level,2 - 4 + 3 + 6,7
2479,second_level,2 - 4 - 3 + 6,1
2480,second_level,2 + 4 + 3 - 7,2
2481,second_level,2 - 4 + 3 + 7,8
2482,second_level,2 - 4 - 3 + 7,2
2483,second_level,2 + 4 + 3 - 8,1
2484,second_level,2 - 4 - 3 + 8,3
2485,second_level,2 - 4 - 3 + 9,4
2486,second_level,2 + 4 - 4 + 1,3
2487,second_level,2 + 4 - 4 - 1,1
2488,second_level,2 - 4 + 4 + 1,3
2489,second_level,2 - 4 + 4 - 1,1
2490,second_level,2 + 4 + 4 - 2,8
2491,second_level,2 + 4 - 4 + 2,4
2492,second_level,2 - 4 + 4 + 2,4
2493,second_level,2 + 4 + 4 - 3,7
2494,second_level,2 + 4 - 4 + 3,5
2495,second_level,2 - 4 + 4 + 3,5
2496,second_level,2 + 4 + 4 - 4,6
2497,second_level,2 + 4 - 4 + 4,6
2498,second_level,2 - 4 + 4 + 4,6
2499,second_level,2 + 4 + 4 - 5,5
2500,second_level,2 + 4 - 4 + 5,7
2501,second_level,2 - 4 + 4 + 5,7
2502,second_level,2 + 4 + 4 - 6,4
2503,second_level,2 + 4 - 4 + 6,8
2504,second_level,2 - 4 + 4 + 6,8
2505,second_level,2 + 4 + 4 - 7,3
2506,second_level,2 - 4 - 4 + 7,1
2507,second_level,2 + 4 + 4 - 8,2
2508,second_level,2 - 4 - 4 + 8,2
2509,second_level,2 + 4 + 4 - 9,1
2510,second_level,2 - 4 - 4 + 9,3
2511,second_level,2 + 4 - 5 + 1,2
2512,second_level,2 - 4 + 5 + 1,4
2513,second_level,2 - 4 + 5 - 1,2
2514,second_level,2 + 4 - 5 + 2,3
2515,second_level,2 - 4 + 5 + 2,5
2516,second_level,2 - 4 + 5 - 2,1
2517,second_level,2 + 4 + 5 - 3,8
2518,second_level,2 + 4 - 5 + 3,4
2519,second_level,2 - 4 + 5 + 3,6
2520,second_level,2 + 4 + 5 - 4,7
2521,second_level,2 + 4 - 5 + 4,5
2522,second_level,2 - 4 + 5 + 4,7
2523,second_level,2 + 4 + 5 - 5,6
2524,second_level,2 + 4 - 5 + 5,6
2525,second_level,2 - 4 + 5 + 5,8
2526,second_level,2 + 4 + 5 - 6,5
2527,second_level,2 + 4 - 5 + 6,7
2528,second_level,2 + 4 + 5 - 7,4
2529,second_level,2 + 4 - 5 + 7,8
2530,second_level,2 + 4 + 5 - 8,3
2531,second_level,2 - 4 - 5 + 8,1
2532,second_level,2 + 4 + 5 - 9,2
2533,second_level,2 - 4 - 5 + 9,2
2534,second_level,2 + 4 - 6 + 1,1
2535,second_level,2 - 4 + 6 + 1,5
2536,second_level,2 - 4 + 6 - 1,3
2537,second_level,2 + 4 - 6 + 2,2
2538,second_level,2 - 4 + 6 + 2,6
2539,second_level,2 - 4 + 6 - 2,2
2540,second_level,2 + 4 - 6 + 3,3
2541,second_level,2 - 4 + 6 + 3,7
2542,second_level,2 - 4 + 6 - 3,1
2543,second_level,2 + 4 + 6 - 4,8
2544,second_level,2 + 4 - 6 + 4,4
2545,second_level,2 - 4 + 6 + 4,8
2546,second_level,2 + 4 + 6 - 5,7
2547,second_level,2 + 4 - 6 + 5,5
2548,second_level,2 + 4 + 6 - 6,6
2549,second_level,2 + 4 - 6 + 6,6
2550,second_level,2 + 4 + 6 - 7,5
2551,second_level,2 + 4 - 6 + 7,7
2552,second_level,2 + 4 + 6 - 8,4
2553,second_level,2 + 4 - 6 + 8,8
2554,second_level,2 + 4 + 6 - 9,3
2555,second_level,2 - 4 - 6 + 9,1
2556,second_level,2 - 4 + 7 + 1,6
2557,second_level,2 - 4 + 7 - 1,4
2558,second_level,2 + 4 - 7 + 2,1
2559,second_level,2 - 4 + 7 + 2,7
2560,second_level,2 - 4 + 7 - 2,3
2561,second_level,2 + 4 - 7 + 3,2
2562,second_level,2 - 4 + 7 + 3,8
2563,second_level,2 - 4 + 7 - 3,2
2564,second_level,2 + 4 - 7 + 4,3
2565,second_level,2 - 4 + 7 - 4,1
2566,second_level,2 + 4 + 7 - 5,8
2567,second_level,2 + 4 - 7 + 5,4
2568,second_level,2 + 4 + 7 - 6,7
2569,second_level,2 + 4 - 7 + 6,5
2570,second_level,2 + 4 + 7 - 7,6
2571,second_level,2 + 4 - 7 + 7,6
2572,second_level,2 + 4 + 7 - 8,5
2573,second_level,2 + 4 - 7 + 8,7
2574,second_level,2 + 4 + 7 - 9,4
2575,second_level,2 + 4 - 7 + 9,8
2576,second_level,2 - 4 + 8 + 1,7
2577,second_level,2 - 4 + 8 - 1,5
2578,second_level,2 - 4 + 8 + 2,8
2579,second_level,2 - 4 + 8 - 2,4
2580,second_level,2 + 4 - 8 + 3,1
2581,second_level,2 - 4 + 8 - 3,3
2582,second_level,2 + 4 - 8 + 4,2
2583,second_level,2 - 4 + 8 - 4,2
2584,second_level,2 + 4 - 8 + 5,3
2585,second_level,2 - 4 + 8 - 5,1
2586,second_level,2 + 4 + 8 - 6,8
2587,second_level,2 + 4 - 8 + 6,4
2588,second_level,2 + 4 + 8 - 7,7
2589,second_level,2 + 4 - 8 + 7,5
2590,second_level,2 + 4 + 8 - 8,6
2591,second_level,2 + 4 - 8 + 8,6
2592,second_level,2 + 4 + 8 - 9,5
2593,second_level,2 + 4 - 8 + 9,7
2594,second_level,2 - 4 + 9 + 1,8
2595,second_level,2 - 4 + 9 - 1,6
2596,second_level,2 - 4 + 9 - 2,5
2597,second_level,2 - 4 + 9 - 3,4
2598,second_level,2 + 4 - 9 + 4,1
2599,second_level,2 - 4 + 9 - 4,3
2600,second_level,2 + 4 - 9 + 5,2
2601,second_level,2 - 4 + 9 - 5,2
2602,second_level,2 + 4 - 9 + 6,3
2603,second_level,2 - 4 + 9 - 6,1
2604,second_level,2 + 4 + 9 - 7,8
2605,second_level,2 + 4 - 9 + 7,4
2606,second_level,2 + 4 + 9 - 8,7
2607,second_level,2 + 4 - 9 + 8,5
2608,second_level,2 + 4 + 9 - 9,6
2609,second_level,2 + 4 - 9 + 9,6
2610,second_level,2 + 5 + 1 - 1,7
2611,second_level,2 + 5 - 1 + 1,7
2612,second_level,2 + 5 - 1 - 1,5
2613,second_level,2 + 5 + 1 - 2,6
2614,second_level,2 + 5 - 1 + 2,8
2615,second_level,2 + 5 - 1 - 2,4
2616,second_level,2 + 5 + 1 - 3,5
2617,second_level,2 + 5 - 1 - 3,3
2618,second_level,2 - 5 + 1 + 3,1
2619,second_level,2 + 5 + 1 - 4,4
2620,second_level,2 + 5 - 1 - 4,2
2621,second_level,2 - 5 + 1 + 4,2
2622,second_level,2 + 5 + 1 - 5,3
2623,second_level,2 + 5 - 1 - 5,1
2624,second_level,2 - 5 + 1 + 5,3
2625,second_level,2 - 5 - 1 + 5,1
2626,second_level,2 + 5 + 1 - 6,2
2627,second_level,2 - 5 + 1 + 6,4
2628,second_level,2 - 5 - 1 + 6,2
2629,second_level,2 + 5 + 1 - 7,1
2630,second_level,2 - 5 + 1 + 7,5
2631,second_level,2 - 5 - 1 + 7,3
2632,second_level,2 - 5 + 1 + 8,6
2633,second_level,2 - 5 - 1 + 8,4
2634,second_level,2 - 5 + 1 + 9,7
2635,second_level,2 - 5 - 1 + 9,5
2636,second_level,2 + 5 + 2 - 1,8
2637,second_level,2 + 5 - 2 + 1,6
2638,second_level,2 + 5 - 2 - 1,4
2639,second_level,2 + 5 + 2 - 2,7
2640,second_level,2 + 5 - 2 + 2,7
2641,second_level,2 + 5 - 2 - 2,3
2642,second_level,2 - 5 + 2 + 2,1
2643,second_level,2 + 5 + 2 - 3,6
2644,second_level,2 + 5 - 2 + 3,8
2645,second_level,2 + 5 - 2 - 3,2
2646,second_level,2 - 5 + 2 + 3,2
2647,second_level,2 + 5 + 2 - 4,5
2648,second_level,2 + 5 - 2 - 4,1
2649,second_level,2 - 5 + 2 + 4,3
2650,second_level,2 + 5 + 2 - 5,4
2651,second_level,2 - 5 + 2 + 5,4
2652,second_level,2 + 5 + 2 - 6,3
2653,second_level,2 - 5 + 2 + 6,5
2654,second_level,2 - 5 - 2 + 6,1
2655,second_level,2 + 5 + 2 - 7,2
2656,second_level,2 - 5 + 2 + 7,6
2657,second_level,2 - 5 - 2 + 7,2
2658,second_level,2 + 5 + 2 - 8,1
2659,second_level,2 - 5 + 2 + 8,7
2660,second_level,2 - 5 - 2 + 8,3
2661,second_level,2 - 5 + 2 + 9,8
2662,second_level,2 - 5 - 2 + 9,4
2663,second_level,2 + 5 - 3 + 1,5
2664,second_level,2 + 5 - 3 - 1,3
2665,second_level,2 - 5 + 3 + 1,1
2666,second_level,2 + 5 + 3 - 2,8
2667,second_level,2 + 5 - 3 + 2,6
2668,second_level,2 + 5 - 3 - 2,2
2669,second_level,2 - 5 + 3 + 2,2
2670,second_level,2 + 5 + 3 - 3,7
2671,second_level,2 + 5 - 3 + 3,7
2672,second_level,2 + 5 - 3 - 3,1
2673,second_level,2 - 5 + 3 + 3,3
2674,second_level,2 + 5 + 3 - 4,6
2675,second_level,2 + 5 - 3 + 4,8
2676,second_level,2 - 5 + 3 + 4,4
2677,second_level,2 + 5 + 3 - 5,5
2678,second_level,2 - 5 + 3 + 5,5
2679,second_level,2 + 5 + 3 - 6,4
2680,second_level,2 - 5 + 3 + 6,6
2681,second_level,2 + 5 + 3 - 7,3
2682,second_level,2 - 5 + 3 + 7,7
2683,second_level,2 - 5 - 3 + 7,1
2684,second_level,2 + 5 + 3 - 8,2
2685,second_level,2 - 5 + 3 + 8,8
2686,second_level,2 - 5 - 3 + 8,2
2687,second_level,2 + 5 + 3 - 9,1
2688,second_level,2 - 5 - 3 + 9,3
2689,second_level,2 + 5 - 4 + 1,4
2690,second_level,2 + 5 - 4 - 1,2
2691,second_level,2 - 5 + 4 + 1,2
2692,second_level,2 + 5 - 4 + 2,5
2693,second_level,2 + 5 - 4 - 2,1
2694,second_level,2 - 5 + 4 + 2,3
2695,second_level,2 + 5 + 4 - 3,8
2696,second_level,2 + 5 - 4 + 3,6
2697,second_level,2 - 5 + 4 + 3,4
2698,second_level,2 + 5 + 4 - 4,7
2699,second_level,2 + 5 - 4 + 4,7
2700,second_level,2 - 5 + 4 + 4,5
2701,second_level,2 + 5 + 4 - 5,6
2702,second_level,2 + 5 - 4 + 5,8
2703,second_level,2 - 5 + 4 + 5,6
2704,second_level,2 + 5 + 4 - 6,5
2705,second_level,2 - 5 + 4 + 6,7
2706,second_level,2 + 5 + 4 - 7,4
2707,second_level,2 - 5 + 4 + 7,8
2708,second_level,2 + 5 + 4 - 8,3
2709,second_level,2 - 5 - 4 + 8,1
2710,second_level,2 + 5 + 4 - 9,2
2711,second_level,2 - 5 - 4 + 9,2
2712,second_level,2 + 5 - 5 + 1,3
2713,second_level,2 + 5 - 5 - 1,1
2714,second_level,2 - 5 + 5 + 1,3
2715,second_level,2 - 5 + 5 - 1,1
2716,second_level,2 + 5 - 5 + 2,4
2717,second_level,2 - 5 + 5 + 2,4
2718,second_level,2 + 5 - 5 + 3,5
2719,second_level,2 - 5 + 5 + 3,5
2720,second_level,2 + 5 + 5 - 4,8
2721,second_level,2 + 5 - 5 + 4,6
2722,second_level,2 - 5 + 5 + 4,6
2723,second_level,2 + 5 + 5 - 5,7
2724,second_level,2 + 5 - 5 + 5,7
2725,second_level,2 - 5 + 5 + 5,7
2726,second_level,2 + 5 + 5 - 6,6
2727,second_level,2 + 5 - 5 + 6,8
2728,second_level,2 - 5 + 5 + 6,8
2729,second_level,2 + 5 + 5 - 7,5
2730,second_level,2 + 5 + 5 - 8,4
2731,second_level,2 + 5 + 5 - 9,3
2732,second_level,2 - 5 - 5 + 9,1
2733,second_level,2 + 5 - 6 + 1,2
2734,second_level,2 - 5 + 6 + 1,4
2735,second_level,2 - 5 + 6 - 1,2
2736,second_level,2 + 5 - 6 + 2,3
2737,second_level,2 - 5 + 6 + 2,5
2738,second_level,2 - 5 + 6 - 2,1
2739,second_level,2 + 5 - 6 + 3,4
2740,second_level,2 - 5 + 6 + 3,6
2741,second_level,2 + 5 - 6 + 4,5
2742,second_level,2 - 5 + 6 + 4,7
2743,second_level,2 + 5 + 6 - 5,8
2744,second_level,2 + 5 - 6 + 5,6
2745,second_level,2 - 5 + 6 + 5,8
2746,second_level,2 + 5 + 6 - 6,7
2747,second_level,2 + 5 - 6 + 6,7
2748,second_level,2 + 5 + 6 - 7,6
2749,second_level,2 + 5 - 6 + 7,8
2750,second_level,2 + 5 + 6 - 8,5
2751,second_level,2 + 5 + 6 - 9,4
2752,second_level,2 + 5 - 7 + 1,1
2753,second_level,2 - 5 + 7 + 1,5
2754,second_level,2 - 5 + 7 - 1,3
2755,second_level,2 + 5 - 7 + 2,2
2756,second_level,2 - 5 + 7 + 2,6
2757,second_level,2 - 5 + 7 - 2,2
2758,second_level,2 + 5 - 7 + 3,3
2759,second_level,2 - 5 + 7 + 3,7
2760,second_level,2 - 5 + 7 - 3,1
2761,second_level,2 + 5 - 7 + 4,4
2762,second_level,2 - 5 + 7 + 4,8
2763,second_level,2 + 5 - 7 + 5,5
2764,second_level,2 + 5 + 7 - 6,8
2765,second_level,2 + 5 - 7 + 6,6
2766,second_level,2 + 5 + 7 - 7,7
2767,second_level,2 + 5 - 7 + 7,7
2768,second_level,2 + 5 + 7 - 8,6
2769,second_level,2 + 5 - 7 + 8,8
2770,second_level,2 + 5 + 7 - 9,5
2771,second_level,2 - 5 + 8 + 1,6
2772,second_level,2 - 5 + 8 - 1,4
2773,second_level,2 + 5 - 8 + 2,1
2774,second_level,2 - 5 + 8 + 2,7
2775,second_level,2 - 5 + 8 - 2,3
2776,second_level,2 + 5 - 8 + 3,2
2777,second_level,2 - 5 + 8 + 3,8
2778,second_level,2 - 5 + 8 - 3,2
2779,second_level,2 + 5 - 8 + 4,3
2780,second_level,2 - 5 + 8 - 4,1
2781,second_level,2 + 5 - 8 + 5,4
2782,second_level,2 + 5 - 8 + 6,5
2783,second_level,2 + 5 + 8 - 7,8
2784,second_level,2 + 5 - 8 + 7,6
2785,second_level,2 + 5 + 8 - 8,7
2786,second_level,2 + 5 - 8 + 8,7
2787,second_level,2 + 5 + 8 - 9,6
2788,second_level,2 + 5 - 8 + 9,8
2789,second_level,2 - 5 + 9 + 1,7
2790,second_level,2 - 5 + 9 - 1,5
2791,second_level,2 - 5 + 9 + 2,8
2792,second_level,2 - 5 + 9 - 2,4
2793,second_level,2 + 5 - 9 + 3,1
2794,second_level,2 - 5 + 9 - 3,3
2795,second_level,2 + 5 - 9 + 4,2
2796,second_level,2 - 5 + 9 - 4,2
2797,second_level,2 + 5 - 9 + 5,3
2798,second_level,2 - 5 + 9 - 5,1
2799,second_level,2 + 5 - 9 + 6,4
2800,second_level,2 + 5 - 9 + 7,5
2801,second_level,2 + 5 + 9 - 8,8
2802,second_level,2 + 5 - 9 + 8,6
2803,second_level,2 + 5 + 9 - 9,7
2804,second_level,2 + 5 - 9 + 9,7
2805,second_level,2 + 6 + 1 - 1,8
2806,second_level,2 + 6 - 1 + 1,8
2807,second_level,2 + 6 - 1 - 1,6
2808,second_level,2 + 6 + 1 - 2,7
2809,second_level,2 + 6 - 1 - 2,5
2810,second_level,2 + 6 + 1 - 3,6
2811,second_level,2 + 6 - 1 - 3,4
2812,second_level,2 + 6 + 1 - 4,5
2813,second_level,2 + 6 - 1 - 4,3
2814,second_level,2 - 6 + 1 + 4,1
2815,second_level,2 + 6 + 1 - 5,4
2816,second_level,2 + 6 - 1 - 5,2
2817,second_level,2 - 6 + 1 + 5,2
2818,second_level,2 + 6 + 1 - 6,3
2819,second_level,2 + 6 - 1 - 6,1
2820,second_level,2 - 6 + 1 + 6,3
2821,second_level,2 - 6 - 1 + 6,1
2822,second_level,2 + 6 + 1 - 7,2
2823,second_level,2 - 6 + 1 + 7,4
2824,second_level,2 - 6 - 1 + 7,2
2825,second_level,2 + 6 + 1 - 8,1
2826,second_level,2 - 6 + 1 + 8,5
2827,second_level,2 - 6 - 1 + 8,3
2828,second_level,2 - 6 + 1 + 9,6
2829,second_level,2 - 6 - 1 + 9,4
2830,second_level,2 + 6 - 2 + 1,7
2831,second_level,2 + 6 - 2 - 1,5
2832,second_level,2 + 6 + 2 - 2,8
2833,second_level,2 + 6 - 2 + 2,8
2834,second_level,2 + 6 - 2 - 2,4
2835,second_level,2 + 6 + 2 - 3,7
2836,second_level,2 + 6 - 2 - 3,3
2837,second_level,2 - 6 + 2 + 3,1
2838,second_level,2 + 6 + 2 - 4,6
2839,second_level,2 + 6 - 2 - 4,2
2840,second_level,2 - 6 + 2 + 4,2
2841,second_level,2 + 6 + 2 - 5,5
2842,second_level,2 + 6 - 2 - 5,1
2843,second_level,2 - 6 + 2 + 5,3
2844,second_level,2 + 6 + 2 - 6,4
2845,second_level,2 - 6 + 2 + 6,4
2846,second_level,2 + 6 + 2 - 7,3
2847,second_level,2 - 6 + 2 + 7,5
2848,second_level,2 - 6 - 2 + 7,1
2849,second_level,2 + 6 + 2 - 8,2
2850,second_level,2 - 6 + 2 + 8,6
2851,second_level,2 - 6 - 2 + 8,2
2852,second_level,2 + 6 + 2 - 9,1
2853,second_level,2 - 6 + 2 + 9,7
2854,second_level,2 - 6 - 2 + 9,3
2855,second_level,2 + 6 - 3 + 1,6
2856,second_level,2 + 6 - 3 - 1,4
2857,second_level,2 + 6 - 3 + 2,7
2858,second_level,2 + 6 - 3 - 2,3
2859,second_level,2 - 6 + 3 + 2,1
2860,second_level,2 + 6 + 3 - 3,8
2861,second_level,2 + 6 - 3 + 3,8
2862,second_level,2 + 6 - 3 - 3,2
2863,second_level,2 - 6 + 3 + 3,2
2864,second_level,2 + 6 + 3 - 4,7
2865,second_level,2 + 6 - 3 - 4,1
2866,second_level,2 - 6 + 3 + 4,3
2867,second_level,2 + 6 + 3 - 5,6
2868,second_level,2 - 6 + 3 + 5,4
2869,second_level,2 + 6 + 3 - 6,5
2870,second_level,2 - 6 + 3 + 6,5
2871,second_level,2 + 6 + 3 - 7,4
2872,second_level,2 - 6 + 3 + 7,6
2873,second_level,2 + 6 + 3 - 8,3
2874,second_level,2 - 6 + 3 + 8,7
2875,second_level,2 - 6 - 3 + 8,1
2876,second_level,2 + 6 + 3 - 9,2
2877,second_level,2 - 6 + 3 + 9,8
2878,second_level,2 - 6 - 3 + 9,2
2879,second_level,2 + 6 - 4 + 1,5
2880,second_level,2 + 6 - 4 - 1,3
2881,second_level,2 - 6 + 4 + 1,1
2882,second_level,2 + 6 - 4 + 2,6
2883,second_level,2 + 6 - 4 - 2,2
2884,second_level,2 - 6 + 4 + 2,2
2885,second_level,2 + 6 - 4 + 3,7
2886,second_level,2 + 6 - 4 - 3,1
2887,second_level,2 - 6 + 4 + 3,3
2888,second_level,2 + 6 + 4 - 4,8
2889,second_level,2 + 6 - 4 + 4,8
2890,second_level,2 - 6 + 4 + 4,4
2891,second_level,2 + 6 + 4 - 5,7
2892,second_level,2 - 6 + 4 + 5,5
2893,second_level,2 + 6 + 4 - 6,6
2894,second_level,2 - 6 + 4 + 6,6
2895,second_level,2 + 6 + 4 - 7,5
2896,second_level,2 - 6 + 4 + 7,7
2897,second_level,2 + 6 + 4 - 8,4
2898,second_level,2 - 6 + 4 + 8,8
2899,second_level,2 + 6 + 4 - 9,3
2900,second_level,2 - 6 - 4 + 9,1
2901,second_level,2 + 6 - 5 + 1,4
2902,second_level,2 + 6 - 5 - 1,2
2903,second_level,2 - 6 + 5 + 1,2
2904,second_level,2 + 6 - 5 + 2,5
2905,second_level,2 + 6 - 5 - 2,1
2906,second_level,2 - 6 + 5 + 2,3
2907,second_level,2 + 6 - 5 + 3,6
2908,second_level,2 - 6 + 5 + 3,4
2909,second_level,2 + 6 - 5 + 4,7
2910,second_level,2 - 6 + 5 + 4,5
2911,second_level,2 + 6 + 5 - 5,8
2912,second_level,2 + 6 - 5 + 5,8
2913,second_level,2 - 6 + 5 + 5,6
2914,second_level,2 + 6 + 5 - 6,7
2915,second_level,2 - 6 + 5 + 6,7
2916,second_level,2 + 6 + 5 - 7,6
2917,second_level,2 - 6 + 5 + 7,8
2918,second_level,2 + 6 + 5 - 8,5
2919,second_level,2 + 6 + 5 - 9,4
2920,second_level,2 + 6 - 6 + 1,3
2921,second_level,2 + 6 - 6 - 1,1
2922,second_level,2 - 6 + 6 + 1,3
2923,second_level,2 - 6 + 6 - 1,1
2924,second_level,2 + 6 - 6 + 2,4
2925,second_level,2 - 6 + 6 + 2,4
2926,second_level,2 + 6 - 6 + 3,5
2927,second_level,2 - 6 + 6 + 3,5
2928,second_level,2 + 6 - 6 + 4,6
2929,second_level,2 - 6 + 6 + 4,6
2930,second_level,2 + 6 - 6 + 5,7
2931,second_level,2 - 6 + 6 + 5,7
2932,second_level,2 + 6 + 6 - 6,8
2933,second_level,2 + 6 - 6 + 6,8
2934,second_level,2 - 6 + 6 + 6,8
2935,second_level,2 + 6 + 6 - 7,7
2936,second_level,2 + 6 + 6 - 8,6
2937,second_level,2 + 6 + 6 - 9,5
2938,second_level,2 + 6 - 7 + 1,2
2939,second_level,2 - 6 + 7 + 1,4
2940,second_level,2 - 6 + 7 - 1,2
2941,second_level,2 + 6 - 7 + 2,3
2942,second_level,2 - 6 + 7 + 2,5
2943,second_level,2 - 6 + 7 - 2,1
2944,second_level,2 + 6 - 7 + 3,4
2945,second_level,2 - 6 + 7 + 3,6
2946,second_level,2 + 6 - 7 + 4,5
2947,second_level,2 - 6 + 7 + 4,7
2948,second_level,2 + 6 - 7 + 5,6
2949,second_level,2 - 6 + 7 + 5,8
2950,second_level,2 + 6 - 7 + 6,7
2951,second_level,2 + 6 + 7 - 7,8
2952,second_level,2 + 6 - 7 + 7,8
2953,second_level,2 + 6 + 7 - 8,7
2954,second_level,2 + 6 + 7 - 9,6
2955,second_level,2 + 6 - 8 + 1,1
2956,second_level,2 - 6 + 8 + 1,5
2957,second_level,2 - 6 + 8 - 1,3
2958,second_level,2 + 6 - 8 + 2,2
2959,second_level,2 - 6 + 8 + 2,6
2960,second_level,2 - 6 + 8 - 2,2
2961,second_level,2 + 6 - 8 + 3,3
2962,second_level,2 - 6 + 8 + 3,7
2963,second_level,2 - 6 + 8 - 3,1
2964,second_level,2 + 6 - 8 + 4,4
2965,second_level,2 - 6 + 8 + 4,8
2966,second_level,2 + 6 - 8 + 5,5
2967,second_level,2 + 6 - 8 + 6,6
2968,second_level,2 + 6 - 8 + 7,7
2969,second_level,2 + 6 + 8 - 8,8
2970,second_level,2 + 6 - 8 + 8,8
2971,second_level,2 + 6 + 8 - 9,7
2972,second_level,2 - 6 + 9 + 1,6
2973,second_level,2 - 6 + 9 - 1,4
2974,second_level,2 + 6 - 9 + 2,1
2975,second_level,2 - 6 + 9 + 2,7
2976,second_level,2 - 6 + 9 - 2,3
2977,second_level,2 + 6 - 9 + 3,2
2978,second_level,2 - 6 + 9 + 3,8
2979,second_level,2 - 6 + 9 - 3,2
2980,second_level,2 + 6 - 9 + 4,3
2981,second_level,2 - 6 + 9 - 4,1
2982,second_level,2 + 6 - 9 + 5,4
2983,second_level,2 + 6 - 9 + 6,5
2984,second_level,2 + 6 - 9 + 7,6
2985,second_level,2 + 6 - 9 + 8,7
2986,second_level,2 + 6 + 9 - 9,8
2987,second_level,2 + 6 - 9 + 9,8
2988,second_level,2 + 7 - 1 - 1,7
2989,second_level,2 + 7 + 1 - 2,8
2990,second_level,2 + 7 - 1 - 2,6
2991,second_level,2 + 7 + 1 - 3,7
2992,second_level,2 + 7 - 1 - 3,5
2993,second_level,2 + 7 + 1 - 4,6
2994,second_level,2 + 7 - 1 - 4,4
2995,second_level,2 + 7 + 1 - 5,5
2996,second_level,2 + 7 - 1 - 5,3
2997,second_level,2 - 7 + 1 + 5,1
2998,second_level,2 + 7 + 1 - 6,4
2999,second_level,2 + 7 - 1 - 6,2
3000,second_level,2 - 7 + 1 + 6,2
3001,second_level,2 + 7 + 1 - 7,3
3002,second_level,2 + 7 - 1 - 7,1
3003,second_level,2 - 7 + 1 + 7,3
3004,second_level,2 - 7 - 1 + 7,1
3005,second_level,2 + 7 + 1 - 8,2
3006,second_level,2 - 7 + 1 + 8,4
3007,second_level,2 - 7 - 1 + 8,2
3008,second_level,2 + 7 + 1 - 9,1
3009,second_level,2 - 7 + 1 + 9,5
3010,second_level,2 - 7 - 1 + 9,3
3011,second_level,2 + 7 - 2 + 1,8
3012,second_level,2 + 7 - 2 - 1,6
3013,second_level,2 + 7 - 2 - 2,5
3014,second_level,2 + 7 + 2 - 3,8
3015,second_level,2 + 7 - 2 - 3,4
3016,second_level,2 + 7 + 2 - 4,7
3017,second_level,2 + 7 - 2 - 4,3
3018,second_level,2 - 7 + 2 + 4,1
3019,second_level,2 + 7 + 2 - 5,6
3020,second_level,2 + 7 - 2 - 5,2
3021,second_level,2 - 7 + 2 + 5,2
3022,second_level,2 + 7 + 2 - 6,5
3023,second_level,2 + 7 - 2 - 6,1
3024,second_level,2 - 7 + 2 + 6,3
3025,second_level,2 + 7 + 2 - 7,4
3026,second_level,2 - 7 + 2 + 7,4
3027,second_level,2 + 7 + 2 - 8,3
3028,second_level,2 - 7 + 2 + 8,5
3029,second_level,2 - 7 - 2 + 8,1
3030,second_level,2 + 7 + 2 - 9,2
3031,second_level,2 - 7 + 2 + 9,6
3032,second_level,2 - 7 - 2 + 9,2
3033,second_level,2 + 7 - 3 + 1,7
3034,second_level,2 + 7 - 3 - 1,5
3035,second_level,2 + 7 - 3 + 2,8
3036,second_level,2 + 7 - 3 - 2,4
3037,second_level,2 + 7 - 3 - 3,3
3038,second_level,2 - 7 + 3 + 3,1
3039,second_level,2 + 7 + 3 - 4,8
3040,second_level,2 + 7 - 3 - 4,2
3041,second_level,2 - 7 + 3 + 4,2
3042,second_level,2 + 7 + 3 - 5,7
3043,second_level,2 + 7 - 3 - 5,1
3044,second_level,2 - 7 + 3 + 5,3
3045,second_level,2 + 7 + 3 - 6,6
3046,second_level,2 - 7 + 3 + 6,4
3047,second_level,2 + 7 + 3 - 7,5
3048,second_level,2 - 7 + 3 + 7,5
3049,second_level,2 + 7 + 3 - 8,4
3050,second_level,2 - 7 + 3 + 8,6
3051,second_level,2 + 7 + 3 - 9,3
3052,second_level,2 - 7 + 3 + 9,7
3053,second_level,2 - 7 - 3 + 9,1
3054,second_level,2 + 7 - 4 + 1,6
3055,second_level,2 + 7 - 4 - 1,4
3056,second_level,2 + 7 - 4 + 2,7
3057,second_level,2 + 7 - 4 - 2,3
3058,second_level,2 - 7 + 4 + 2,1
3059,second_level,2 + 7 - 4 + 3,8
3060,second_level,2 + 7 - 4 - 3,2
3061,second_level,2 - 7 + 4 + 3,2
3062,second_level,2 + 7 - 4 - 4,1
3063,second_level,2 - 7 + 4 + 4,3
3064,second_level,2 + 7 + 4 - 5,8
3065,second_level,2 - 7 + 4 + 5,4
3066,second_level,2 + 7 + 4 - 6,7
3067,second_level,2 - 7 + 4 + 6,5
3068,second_level,2 + 7 + 4 - 7,6
3069,second_level,2 - 7 + 4 + 7,6
3070,second_level,2 + 7 + 4 - 8,5
3071,second_level,2 - 7 + 4 + 8,7
3072,second_level,2 + 7 + 4 - 9,4
3073,second_level,2 - 7 + 4 + 9,8
3074,second_level,2 + 7 - 5 + 1,5
3075,second_level,2 + 7 - 5 - 1,3
3076,second_level,2 - 7 + 5 + 1,1
3077,second_level,2 + 7 - 5 + 2,6
3078,second_level,2 + 7 - 5 - 2,2
3079,second_level,2 - 7 + 5 + 2,2
3080,second_level,2 + 7 - 5 + 3,7
